idkunden;Nachname;Vorname;Geburtsdatum;Stadt
18762;Hahn;Georgios;1983-07-26;Stuttgart-Büsnau
18763;Hammoud;Tobias  Hans  Hugo;1980-01-20;Saida
18764;Schramm;Reinhold;1955-10-06;Ludwigslust
18765;Köhler;Aliloiffa;1955-06-10;Leninskij
18766;Dibba;Robert;1959-05-20;Farrfinni
18767;Hummel;Egon;1960-02-13;Weingarten
18768;Richert;Hans;1953-09-15;Stuttgart-Bad Cannstatt
18769;Lutz;Rüdiger;1956-04-13;Linz
18770;Kleis;Siegfried;1944-05-27;ST: Wendel
18771;Dzohkov;Taiwo;1964-06-21;Kalorovo
18772;Stümer;Heinz-Jürgen;1946-03-14;Berlin
18773;Bacher;Zelimir;1968-06-15;Stuttgart
18774;Nguyen;Roman;1982-07-08;Vung Tau
18775;Haase;Ricardo Alex.;1975-11-21;Schötmar
18776;Mönch;Günter;1927-09-25;Zwenkau / Sachsen
18777;Balzer;Heinrich;1965-09-27;Nowopokrowka
18778;Hofstetter;Hubert;1949-11-21;Nürnberg
18779;Heske;Hardi;1946-10-08;Berlin
18780;Kirschner;Attila;1976-09-01;Freital
18781;Amimir;Paul;1960-05-26;Biougra
18782;Liebich;Tarik;1972-11-17;?
18783;Klahn;Michael;1962-02-05;Ravensburg
18784;Abdulrazzak;Roland;1964-10-15;Harma
18785;Görgens;Christian;1977-08-17;Bensberg
18786;Gold;Pavol;1962-04-13;Hüttlingen
18787;Widmann;Ronny Hans Michael;1985-09-27;Ludwigsburg
18788;Heeger;Reinhold;1949-12-26;Hannover
18789;Komischke;Stefan;1979-11-02;Dresden
18790;Schumacher;Jaroslaw, Jacek;1976-10-14;?
18791;Bugs;Hans-Joachim;1949-04-01;Kaumas
18792;Wessels;Murat;1970-11-22;Moelln
18793;Ozogowski;Udo;1961-01-04;M/M Dzierzoniow
18794;Weiler;Dieter Hans;1971-02-12;Stendal
18795;Gregorio da Chunha;Bernhard Michael;1972-07-10;Vila Puca da Aguiar
18796;Beck;Farid;1970-03-19;?
18797;Ceman;Wilhelm;1953-09-24;Hannover
18798;Steinbuch;Karl-Heinz;1957-09-22;Cannstatt
18799;Riedel;Manfred Wilhem;1933-06-08;Busdorf / Schleswig
18800;Felbermeayer;Abas;1982-01-01;Wien
18801;Kaczmarek;Rolf;1938-03-25;Köthen
18802;Schmacht;Manuel;1983-07-03;Ringen / Grafschaft
18803;Claus;Yusuf;1973-05-15;Ludwigsburg
18804;Sulovski;Göksel;1973-01-11;?
18805;Ozcelebi;Gerhard;1967-09-13;Kilis
18806;Bader;Giovanni;1963-04-02;Perleberg
18807;Schmitt;Rudolf;1943-08-23;?
18808;Lakatos;Markus;1973-12-02;Rimasvska Sobota
18809;De benedictis;Roland;1975-02-09;Bari
18810;Becker;Nebi;1978-10-15;Habelschwert
18811;Lüttgens;Serguei;1972-09-26;Beckum (Krs. Wahndorf)
18812;Gerber;Stefan;1959-01-02;Köthen
18813;Khlebnikov;Uwe Wolfgang Hermann;1965-06-19;Kirowograd
18814;Kaczmarek;Mohammad Hassan;1964-07-20;Köthen
18815;Ankerstein;Wolfgang;1949-12-03;Bornoje
18816;Steinke;Zbignbjew;1963-03-14;Reutlingen
18817;Nantsou;Josef;1932-09-08;Florina
18818;Sörgel;Giovanni;1976-10-07;Varel
18819;Leitner;Adam;1947-12-24;Groß-Hermsdorf
18820;Welt;Manfred Heinz;1952-05-25;Stuttgart
18821;Thierfelder;Albrecht;1960-02-28;Rochlitz
18822;Schachtner;Emmanuel;1961-12-15;Schmachtenhagen
18823;Mantschew;Enzo Aaron;1979-11-15;Stuttgart
18824;Mayer;Rene;1970-12-29;Reutlingen
18825;Meding;Wolfgang;1962-08-31;Mühlacker
18826;Masri;Schiva Alive;1949-02-28;Kuwait
18827;Ünlü;Marcus;1973-03-09;Stuttgart
18828;Bodesinsky;Uwe;1961-08-23;Lauf/Peg
18829;Knaak;David;1983-04-11;?
18830;Sclifos;Joseph;1929-08-23;Chisniau
18831;Milschus;Karl-Heinz;1949-07-28;Burghausen
18832;Baur;Jörg;1961-07-02;?
18833;Bubeck;Walter;1947-12-05;Rehau
18834;Pokrandt;Thorsten Andreas;1974-11-28;Sulschinowka/Ukraine
18835;Krauß;Bernd J.;1971-03-21;Stuttgart
18836;Fischer;Michael Marcel;1971-12-15;Hildesheim
18837;Jabke;Georg;1959-04-07;Pliesdorf
18838;Banfai;Manfred;1955-10-27;Bad Würzach
18839;Gassmann;Thomas;1964-07-15;Stuttgart
18840;Radtke;Andreas Erich;1965-01-06;Richtenberg
18841;Borsch;Matthias;1969-02-05;Erfurt
18842;Genenger;Dieter;1938-12-23;Geislingen
18843;Dzieciolowski;Adam Paul;1979-03-05;Lubraniez
18844;Bauerfeld;Darnell Andrew;1981-07-02;Stuttgart
18845;Beil;Willem Alexander;1968-10-31;Hetschwang
18846;Kraft;Ortwin-Franz-Rudolf;1938-08-31;Berlin
18847;DE Pizzol;Claus Dieter;1957-02-15;Moriago Della Battaglia
18848;Bihag-Daniels;Lazaros;1951-09-06;Clarin
18849;Faust;Ego;1958-07-11;Wiesbaden
18850;Bernhardt;Michael;1959-04-07;Rottweil
18851;Fischer;Istvan-Attila;1980-11-17;?
18852;Kappler;Peter;1961-05-01;?
18853;Kosch;Stev;1980-08-08;Stuttgart
18854;Rethberg;Karlheinz;1954-03-09;Erfurt
18855;Mischler;Markus;1976-04-21;Bad Urach
18856;Hermann;Roland;1957-05-22;München
18857;Urbanski;Milan;1970-03-21;Szczecin
18858;Lewandowski;Jovan;1963-07-05;Przedecz
18859;Drengk;Walter Jürgen;1962-08-28;Heidelberg
18860;Apfel;Horst Otmar;1940-12-08;Cedar Rapids
18861;Fronius;Günther;1957-07-18;Harwick
18862;Bockmeyer;Oliver;1965-06-25;Schwerin
18863;Bialek;Jörg;1942-08-30;Glogov
18864;Gültekin;Jürgen;1966-05-02;Argra / Türkei
18865;Odorico;Günter Kurt Ernst;1921-08-06;Stuttgart
18866;Beckmann;Wolfgang Helmut;1960-09-14;Lübeck
18867;Velatovac;Marcus;1973-03-09;Banja Luka
18868;Meyer;Heinrich;1930-07-12;Lidenscheid
18869;Ruegg;Pedro Alexandro;1970-05-27;?
18870;Sterenberg;Herbert;1961-10-03;Hameln
18871;Stümer;Jürgen Otto Fred;1953-05-01;Berlin
18872;Lange;Manfred Johannes;1963-12-17;Moers KRS Wesel
18873;Ceatra;Henri;1960-10-27;Cisnadie
18874;Correta;Kiril Venchov;1978-09-04;Esmoriz-Ovar
18875;Arensmann;Manfred;1944-08-25;Lemgo
18876;Di Bernedetto;Jan;1974-03-07;Miscemi
18877;Das;Frank Eugen Josef;1959-11-05;Bremerhaven
18878;Gerkowski;Wolfgang;1974-10-03;Passin
18879;Gorgas;Michael;1958-03-09;Nagold
18880;Vojevoda;Martin;1971-03-24;Riga
18881;Vampo;Serguei;1972-09-26;San Vito
18882;Kuzmann;Uwe;1965-05-02;?
18883;Klicek;Hans Georg;1952-04-27;Zagreb
18884;Daniel;Michael Rainer;1969-10-31;Wentorf / Hamburg
18885;Farinha;Michael;1968-12-02;Angola
18886;Auge;Marton;1944-12-14;Bonn- Duisdorf
18887;Leuschner;Klaus;1936-12-14;Breslau
18888;Blessing;Alexander;1962-11-09;Stuttgart
18889;Fritsche;Jakob;1966-03-21;München
18890;Krupa;Kamal;1978-02-24;Sindelfingen
18891;Schöngart;Oliver;1972-01-29;Kornwestheim
18892;Wilde;Manfred;1956-04-21;Offenbach
18893;Trump;Peter;1962-07-27;Neuenstein
18894;Tournier;Bernd-Klaus;1954-10-04;New York
18895;Khan;Heiko - Udo;1969-03-02;Sialkot
18896;Lefterov;Peter;1948-08-19;Dobrich
18897;Rüth;Erhard;1953-02-17;Wimbern (Wickede/Ruhr)
18898;Walther;Berthold;1965-02-23;Dresten
18899;Bienek;Michael;1948-02-17;Weimar
18900;März;Zeliko;1970-02-17;Augsburg
18901;Kraushaar;Benedict;1943-10-22;Temeschburg
18902;Bohl;Werner Kurt;1949-12-23;Altensieder
18903;Vicaretti;Heiko;1975-05-27;Celano
18904;Manz;Tobias;1967-05-15;Sindelfingen
18905;Hammoud;Reinhard,Willem,Pieter;1922-07-28;Saida
18906;Zaborowski;Ervin;1978-03-18;Eblaq
18907;Das;Werner;1965-08-11;Bremerhaven
18908;Krzywdzinski;Klaus-Peter;1959-09-07;Sagan-Sporttau
18909;Feige;Hans-Herbert Franz;1951-07-04;Frankfurt/Main
18910;Lay;Hartmut Steffen Herbert;1967-08-23;Aschaffenburg
18911;Bora;Wolfgang;1974-10-03;Yesilyurt
18912;Blazejewicz;Jorge;1970-04-01;Wabrzezno
18913;Vrcic;Karl;1963-05-13;Sarajewo / Bosnien
18914;Tarziu;Michael;1956-07-05;Viseu De Sus
18915;Abdulla Amin;Klaus-Uwe;1959-07-02;Mosul / Irak
18916;Schaller;Peter;1957-09-15;?
18917;Stapf;Wolfgang;1940-10-11;Trossingen
18918;Kaller;Zeki;1965-01-01;Neuhausen / Fildern
18919;Schöffel;Georg;1953-09-06;Mannheim
18920;Sen;Siegfried;1944-05-27;Ulm
18921;Vogel;Werner;1948-03-24;Creussen / Bayreuth
18922;Geyer;Axel;1962-09-03;Danzweiler
18923;Lober;Joannis;1974-02-23;Bietigheim bissingen
18924;Gaszcyk;Ante;1942-10-16;Arnsdorf
18925;Satow;Klaus Peter;1962-10-26;Hamburg
18926;Karabayir;Andrew;1958-06-03;Braunschweig
18927;Jafar;Artan;1970-05-31;Stuttgart Bad Cannstatt
18928;Jahnert;Marios;1975-05-29;Eisleben
18929;Zaun;Martin;1963-12-15;?
18930;Wart;Lothar Manfred;1957-12-01;Stuttgart
18931;Cedzich;Michael Josef;1982-03-12;Oberglogau
18932;Schulz;Paul-Hermann-Josef;1956-12-22;Plön
18933;Knabenschuh;Ante;1942-10-16;Gladbeck
18934;Steiner;Luca;1980-09-08;Augsburg
18935;Kraft;a;1960-01-01;Schömberg-Dautmergen (Zollernalbkreis)
18936;Schönrock;Konstantinos;1967-11-24;Hirschau
18937;Kalayci;Ulrich;1963-03-30;Samsun
18938;Schmich;Yusuf;1977-09-10;?
18939;Kappenberger;Erich;1944-04-18;Freising
18940;Geier;Lech;1951-07-27;Ulm
18941;Berlinghof;Werner Paul;1950-01-04;Heilbronn - Sontheim
18942;Däuble;Karl;1951-04-10;?
18943;Moreira Carvahlo;Roland;1943-09-18;Felgueiras St.-Eulalia
18944;Kantimm;Roland;1942-02-20;Stuttgart
18945;Kees;Werner Paul;1950-01-04;Iserlohn
18946;Krause;Erich;1970-08-13;Rostock
18947;Pantke;Roland;1975-05-17;Blumenau
18948;Gjorgjieski;Hayrettin;1979-06-15;?
18949;Stein;Norbert Peter;1944-09-23;Oberrot
18950;Michel;Mario-Manuel;1955-10-31;Metz
18951;Braunschweig;Ewald;1976-11-30;Eisenberg/Pfalz
18952;Duda;Reinhold;1951-04-05;Güstrow
18953;Jung;Paulo;1970-05-05;Schorndorf
18954;Wiesner;Stanislav;1950-04-23;Fulda
18955;Maier;Olaf;1965-11-18;Ulm-Wiblingen
18956;Odorico;Albin;1944-03-01;Stuttgart
18957;Özvardarli;Gerald;1965-09-03;?
18958;Schulz;Peter;1967-06-28;Plön
18959;Häußermann;Albert Karl;1966-08-20;Neuenstadt Am Kocher
18960;Eberle;Leo;1919-09-19;Belizkoje
18961;Dibba;Rainer;1956-03-30;Farrfinni
18962;Hoster;Maik;1967-08-26;Mainz
18963;Domke;David Michael;1976-05-07;Flensburg
18964;Gaszcyk;Alexander;1973-11-15;Arnsdorf
18965;Stephhens;Rainer Michael;1957-05-01;London
18966;Özata;Milan;1953-07-27;Türkei
18967;Cujovic;Klaus;1955-04-03;Laupheim
18968;Bismarck;Bernhard;1959-05-27;Münstermaifeld
18969;Zenkel;Viktor Lajos;1949-08-15;?
18970;Bakies;Manfred Julius;1952-05-10;Velbert
18971;Wilde;Ivan;1951-01-27;Offenbach
18972;Manek;Peter Michael;1957-05-13;Slupsk
18973;Gast;Reiner Rude;1951-07-10;?
18974;Kaufmann;Joachim Manfr;1958-08-31;Rudersberg
18975;Arnold;Volker Horst;1965-10-12;Offenbach/Main
18976;Glank;Jan;1974-03-07;Rosenfeld
18977;Saß;Kai-Uwe;1983-04-21;Berlin
18978;Thambo;Reinhold;1951-04-05;Sirupiidy
18979;Barczewies;Alfred;1941-10-14;?
18980;Bugs;Werner;1956-12-05;Kaumas
18981;Werner;Alexander;1975-01-14;Rottweil
18982;Kalocsai;Ernst Paul;1942-07-15;Hodejov,Rimavska Sobota
18983;Binder;Klaus;1969-09-27;Berlin
18984;Arunasalam;Manfred;1955-01-25;Jaffna
18985;Strohbach;Arno Manfred;1953-10-22;Stuttgart
18986;Hamler;Andreas;1980-09-05;Parsberg
18987;Lober;Abdulcelil;1980-06-08;Bietigheim bissingen
18988;Schultz;Rüdiger;1969-03-06;Leslau
18989;Leidl;Massimo;1972-08-13;Neckarbischofsheim
18990;Thoma;Hans-Dieter;1959-11-19;?
18991;Lenz;Thomas;1965-03-09;Heidelberg
18992;Rateau;Markus-Winfried;1980-12-15;Clichy
18993;Borsch;Werner;1954-01-26;Erfurt
18994;Diarrassouba;Karl - Heinz;1944-12-29;Tieme
18995;Tournaidis;Ivano;1967-10-29;Vyronia
18996;Ali;Ralf Michael;1973-12-03;Kahrtum
18997;Cavallaro;Vojislav;1941-02-05;Schorndorf
18998;Rogoz;Vladimir;1981-10-30;Polaniec
18999;Sibinovic;Joachim Ulrich;1962-05-10;Stuttgart
19000;Fechter;Willi;1946-10-02;Osterhofen
19001;Zabusch;Horst;1954-07-01;Pretoria
19002;Weissenrieder;Gerd;1940-01-09;Tiengen
19003;Sonntag;Franz;1952-10-10;Radebeul (bei Dresden)
19004;Deye;Klaus;1955-04-03;Kinston upon Thames
19005;Römer;Friedr-Manfred;1954-10-05;Tussenhausen (Kreis Ostalgäu)
19006;Zoldasbekoras;Konrad Peter;1959-03-11;?
19007;Weißer;Mehmet;1969-11-26;Oberndorf am Neckar
19008;Vicaretti;Mehrdad;1959-01-01;Celano
19009;Stärk;Wolfgang Konrad;1940-12-16;Heidenheim (a.d.Brenz)
19010;Schmit;Yohanes;1980-07-30;?
19011;Dierks;Mario;1976-01-01;Darmstadt
19012;Faber;Markus;1975-01-27;Mesum
19013;Anthofer;Udo-Eric;1964-04-30;Fürth
19014;Jäckel;Daniel;1982-09-21;Berlin
19015;Stober;Walter;1932-08-25;?
19016;Salowski;Enrico;1982-12-13;?
19017;Einsporn;Ulrich;1948-02-20;Hof
19018;Riedinger;Andreas Rolf;1956-08-13;Heidelberg
19019;Stiepan;Jürgen Paul;1946-12-13;Pollotitz
19020;Müller;Roman;1978-07-25;Halle (Saale)
19021;Kyriakidis;Udo;1958-12-01;Thessaloniki
19022;Himmel;Werner Walter;1938-09-26;Berlin
19023;Doll;Athanassios;1964-09-15;Stuttgart-Bad Cannstatt
19024;50-2-4;Soosaipillai Francis;1957-12-14;a
19025;Ritzschke;Jaroslaw, Jacek;1976-10-14;Berlin
19026;Vlasovs;Uwe;1972-07-10;Riga
19027;Reicher;Godehard Hermann;1958-06-07;Reolfocla
19028;Kuzmann;Hans-Peter;1962-09-03;?
19029;Neumann;Lutz Horst;1957-05-19;Ostfildern
19030;Schöller;Thomas;1970-10-24;Nettental
19031;Bäker;Mettin Manuel;1974-08-02;München
19032;Schantz;Rene;1986-04-02;?
19033;Schittenhelm;Manfred;1972-05-13;?
19034;Kumar;Karl-Heinz;1959-10-06;Linz
19035;Heinich;Oscar;1972-08-23;Stuttgart
19036;Weber;Karl Heinz;1954-12-14;Bleicherode
19037;Reissmüller;Francesco;1970-04-27;Göppingen
19038;Scholz;Thomas;1964-07-15;Pforzheim
19039;Test1;Klaus;1945-09-01;
19040;Thomas;Hans-Jürgen;1961-02-03;Marseille
19041;Schilling;Günter Erwin Kurt;1962-12-26;Schalkau
19042;Lixi;Matteo;1942-12-23;S. Gavino M.le
19043;Stegert;Piotr Adam;1972-08-09;Egeln
19044;Meyer;Michael;1961-01-19;Lidenscheid
19045;Paul;Lazlo;1956-08-31;Saulgau
19046;Schnabel;Friedr-Manfred;1954-10-05;Mühlheim Baden
19047;Yamoah-Danso;Guido;1971-01-18;Accra-Koumassi
19048;Gromann;Rene Erich;1968-09-17;Radolfzell am Bodensee
19049;Hölterhoff;Andreas;1985-11-18;Herdecke
19050;Adelmeier;Werner Hans;1959-06-06;?
19051;Öncül;Michael;1969-07-31;Calw
19052;Schmacht;Uwe Karl Heinz;1970-08-23;Ringen / Grafschaft
19053;Kühlein;Julius;1973-06-06;Bayreuth
19054;Doch;Marios;1975-05-29;Maulbronn
19055;Babowk;Kemal;1968-09-03;?
19056;Kasakowskij;Stefan;1959-01-02;Batamschinsk
19057;Stanzani;Jan;1954-08-29;Goro Ferrara
19058;Lenz;Salvatore;1942-12-04;Dessau - Alten
19059;Perzollaj;Helmut;1957-07-17;Pect
19060;Lang;Ingo;1959-03-27;Kirchheim Teck
19061;Reck;Clifford;1949-04-27;Bad Langensalza
19062;Raabe;Dieter;1938-12-23;Wurzen
19063;Boadu;Arthur;1973-03-22;Kumasi
19064;Focke;Ricardo Manuel;1954-08-11;Werl
19065;Krauss;Rolf;1951-10-12;Heilbronn
19066;Fülling;Peter;1951-06-12;Stuttgart
19067;Uribe;Pauli;1965-04-07;Leonberg
19068;Pavlovic;Achim;1956-09-22;Sremska Mitrovica
19069;Nießen;Gerhard Johann;1957-08-20;Köln
19070;Panagiotopoulos;Oleg;1963-01-05;Volos
19071;scgopp;Pauli;1965-04-07;Esslingen
19072;Wyzujak;Nazario;1971-07-30;Gostyn
19073;Ghulam Ismail;Walter Jürgen;1962-08-28;Diala
19074;Schilling;Siegfried;1950-01-27;Schalkau
19075;Petersen;Klaus-Uwe;1959-07-02;Neumünster
19076;Burgio;Karl-Heinz;1941-12-06;Palermo
19077;Griesse;Ralf Joachim;1964-03-09;Siegen
19078;Haji Mokhtar;Evgeny;1942-11-09;Shayr Ray
19079;Helfrich;Adel ben Salem;1978-04-27;Griesbach im Rottall
19080;Perzollaj;Norbert Peter;1944-09-23;Pect
19081;Reithoffer;Lars;1971-05-31;Wien
19082;Henseler;Friedhelm Egon;1959-01-20;Ulm
19083;Bippus;Peter;1952-08-26;Würzburg
19084;Maierböck;Wladimir;1950-09-25;Ulm
19085;Scharf;Jürgen;1965-01-21;?
19086;Kiesel;Imre;1966-11-02;Gelsenkirchen
19087;Atalay;Michael;1973-06-11;Schüttorf
19088;Brunnenkant;Gerhard;1947-05-16;St. Georgen / Schwarzwald
19089;Reichstein;Harald Hans;1952-10-21;Leipzig
19090;Walek;Vasilij;1970-08-30;Rudolfstadt
19091;Nierzwicki;Peter;1952-04-30;Dinslaken
19092;Wahibi;Johann Jakob;1965-12-13;Basra
19093;Nguyen;Manfred;1957-10-17;Vung Tau
19094;Schmitz;Sebastian;1983-01-04;Tapiau (bei Königsberg)
19095;Cujovic;Josef;1931-07-19;Laupheim
19096;Krenzel;Paul-Hermann-Josef;1956-12-22;Varel
19097;Moore;Erich;1961-11-26;Louisiana
19098;Rothfritz;Alexander;1974-06-28;Stuttgart - Bad Cannstatt
19099;Zienert;Petro;1974-09-27;Stuttgart
19100;Huang;Günther;1957-07-18;Fujiang
19101;Ünlü;Clifford;1949-04-27;Stuttgart
19102;Vojtek;Thorsten Ralf;1966-09-25;Brüntal
19103;Nurkiewicz;Heiko;1965-07-16;Dzierzoniow
19104;Meves;Fabian;1973-12-16;Berlin-Wilmersdorf
19105;Maranic;Volker Josef;1945-04-14;Calw
19106;Marwinski;Ayhan;1976-04-15;Geldern
19107;Bauer;Lutz Matthias;1963-07-25;Stuttgart
19108;Pfleiderer;Celebi;1953-01-01;?
19109;Galosi;Albert Karl;1966-08-20;Pereked
19110;Kokeny;Armin;1963-08-15;Rimavska sobota
19111;Schippers;Horst-Werner;1937-12-28;Stuttgart
19112;Baumgart;Ralf;1970-09-24;Heidenheim
19113;Wantola;Niels;1972-06-14;Oppeln
19114;Tanyeri;Helmut;1957-07-17;Nazirivaz
19115;Wolschina;Herbert;1953-01-28;Blankenburg  (Harz )
19116;Hoffmann;Pavel;1953-06-06;Mühlhausen
19117;Sauer;Markus;1975-12-13;Rothenburg ob der Tauber
19118;Krenkel;Pavol;1962-04-13;Rochlitz
19119;Boho;Hans-Joachim;1954-08-16;Lucenec
19120;Coban;Peter Karl Eugen;1941-01-05;Kahramanmoras
19121;Ueltzhoeffer;Robert;1963-09-05;Biberach
19122;Emmel;Benjamin;1982-09-27;?
19123;Krause;Klaus Martin;1963-12-01;Lawalde
19124;Krakau;Jörg;1956-04-15;?
19125;Kraft;Lars;1987-04-02;Berlin
19126;Bernards;Christian;1984-07-31;Düren
19127;Lakatos;Bernd;1953-01-02;Özd
19128;Müller;Bernd;1961-03-17;Bergen Rügen
19129;Vampo;Kemal;1968-09-03;San Vito
19130;Weis;Helmuth;1936-03-11;Dernbach
19131;Utens;Ain;1975-10-20;Madona
19132;Laske;Sergeij;1971-11-12;Bautzen
19133;Krentz;Helge;1949-03-28;Zgorzelec
19134;Deeg;Christian;1980-02-02;Schwäbisch Hall
19135;Luz;Igor;1970-02-25;Ludwigsburg
19136;Mauck;Yunus;1984-01-19;Bützow
19137;Jäckle;Babak;1968-06-19;Alpirsbach
19138;Gerbig;Heiko;1956-04-28;Bamberg
19139;Saridzic;Rudolf;1942-03-19;Zagreb
19140;Mayer;Efstratios;1969-10-21;Reutlingen
19141;Körbl;Gerald;1963-12-01;Sobernheim
19142;Heinrichs;Karl Heinz;1962-03-10;Hamburg
19143;Constantinidis;Lukas´;1983-12-08;Nürnberg
19144;Furtner;Roman Otto;1937-02-01;Regensburg
19145;Koch;Enrique;1923-01-26;Erfurt
19146;Jabke;Bodo Günther;1965-11-02;Pliesdorf
19147;Schwierz;Ulrich;1956-05-23;Oppeln
19148;Kienbaum;Heinz Werner;1959-05-31;Bonn
19149;Frost;Hans;1951-03-11;Hüllerse
19150;Ramien;Alexander;1956-08-14;Escaupont
19151;Schmidt;Jakob;1948-10-17;Herrenberg
19152;Bodesinsky;Özcan;1977-02-01;Lauf/Peg
19153;Knöferl;Martin;1968-07-03;Renningen
19154;Petrovic;Hans-Joachim;1943-04-28;Vera de Bidasoa
19155;Steinle-Garay;Karsten;1958-06-23;Asuncion
19156;Jerkovicz;Hayno;1952-12-26;Ludwigsburg
19157;Engelstädter;Arthur;1981-01-18;Lauchhammer
19158;Stelter;Henk;1978-09-14;Stuttgart- Bad Cannstadt
19159;Bromann;Hubert;1950-05-11;Eckenförde
19160;Langenfeld;Gerhard;1961-05-16;Bonn
19161;Wachsmuth;Manfred;1955-01-25;Leipzig
19162;Paduch;Giuseppe;1979-02-24;Banska Bystrica
19163;Parone;Armin Rudolf;1950-09-19;?
19164;Wentorf;Steffen Karl;1964-12-06;Wuppertal - Elberfeld
19165;50-2-3;Wolfgang;1953-06-16;a
19166;Ali;Viktor;1972-02-11;Pazardzhik
19167;Grammel;Erik;1979-08-11;?
19168;Rathgeb;Ihor;1981-04-27;Laupheim
19169;Schaper;Wilhelm;1936-06-08;Rinteln
19170;Schelhorn;Robert;1959-08-14;Augsburg
19171;Hoster;Andreas;1962-01-31;Mainz
19172;Junk;Martin;1972-02-29;Hedelfingen
19173;Gantze;Mathias;1976-05-18;Aschersleben
19174;Flade;Gerd;1946-01-19;Dresden
19175;Goncalves;Chauhan;1973-11-27;Curros Valpacos
19176;Delnavaz;Jürgen;1952-10-01;Thehran
19177;Galatro;Karl;1937-06-26;Nürnberg
19178;Stäger;Marios;1975-05-29;Würzburg
19179;Palenzuela;Ortwin;1958-08-17;Barakaldo
19180;Pumpler;Anastasios Joh;1978-05-02;Friedrichshafen
19181;Beckmann;Olaf;1965-11-18;Lübeck
19182;Ellinghoven;Akele;1966-04-11;Steinthaleben
19183;Weber;Achim;1959-05-19;Stuttgart
19184;Sebeikat;Peter;1964-02-13;Castrop-Rauxel
19185;Ernhardt;Wolfgang Franz Gerhardt;1955-08-15;Iggingen-Brainkofen
19186;Yilmaz;Olaf;1965-11-18;Stuttgart
19187;Nagel;Enrico;1977-02-10;Schwäb. Hall
19188;Rüsterholz;Hans-Dieter;1958-04-05;Stuttgart
19189;Karayaz;Volkmar Udo;1953-03-14;Adana
19190;Korb;Andreas Peter;1964-02-25;Heilbronn
19191;Elsigk;Jürgen Willi Gustav;1954-12-23;Altdöbern/Calau
19192;Lowas;Said;1978-08-19;Pölöske
19193;Reinke;Horst;1943-11-22;Demmin
19194;Kasparschek;Uwe;1965-05-02;?
19195;Wessels;Karl-Heinz;1965-08-04;Moelln
19196;Krauß;Karagöz;1969-04-10;Stuttgart
19197;Rübsam;Kai-Uwe;1970-05-28;Eberswalde
19198;Hildebrandt;Uwe;1964-01-15;Berlin
19199;Aneiros Castro;Istvan-Attila;1980-11-17;Montevideo / Uruguay
19200;Göhrung;Dennis;1979-06-27;Ravensburg
19201;Sterenberg;Henry;1957-08-07;Hameln
19202;Malik;Markus;1976-01-22;Stgt.-Bad Cannstatt
19203;Wiese;Günter Kurt Ernst;1921-08-06;Meiningen
19204;Koglin;Rolf;1945-06-20;Geesthacht
19205;Strehlau;Andrzej;1969-01-19;München
19206;Shakhnovsky;Uwe Gerhard;1960-03-14;Moskau / Russland
19207;Orgelmacher;Jagir;1956-05-05;Warstein
19208;Geiger;Klaus;1967-05-20;München
19209;Reuter;Paul;1942-09-27;?
19210;Sibinovic;Michael;1978-09-02;Stuttgart
19211;Gross;Reinhard;1954-05-05;Mertinskirch
19212;Dehnert;Thomas;1965-09-12;Remscheid
19213;Scholand;Norbert;1941-09-09;?
19214;Gerber;Werner;1934-05-08;Köthen
19215;Steffen;Uwe;1967-06-09;Kehl
19216;Harrison;Ali Hulki;1970-08-05;Monrovia/Moniserrado
19217;Fedler;Andreas;1968-12-29;Fürstenberg/H
19218;Ünal;Franz Rudolf;1953-12-18;Cukur
19219;Apel;Patrick christian heinz;1983-11-18;Remda
19220;Röhlich;Julien - Francis;1980-05-26;Meistersdorf / CSSR
19221;Varacka;Klaus Jürgen;1943-08-21;Karlsbad
19222;Walter;Stefan Jürgen;1975-12-31;Stuttgart
19223;test9;Wolfgang;1963-07-19;stuttgart
19224;Walter;Andreas;1964-10-16;Ludwigsburg
19225;Kikin;Sergej;1961-12-06;Rimavska Sobota
19226;Pantke;Waldemar;1957-01-02;Blumenau
19227;Hoxha;Marco Antonio;1966-08-11;Tirane
19228;Dorner;Raimund;1953-05-28;Urach
19229;Galosi;Dieter;1938-12-23;Pereked
19230;Stelter;Markus;1977-06-30;Stuttgart
19231;Settembrino;Bernhard Peter;1947-06-12;Matera
19232;Fusca;Rudi Andreas Hans;1958-07-26;Avola
19233;Kalocsai;Igor;1963-12-19;Rimavska Sobota
19234;Tsitsiklis;Manfred;1956-04-21;Stuttgart
19235;Ambrosch;Oliver;1965-06-25;Eching / Freising
19236;Deubel;Günter Erich Alwin Wilhelm;1932-01-14;Bochum
19237;Kühne;Nevzat;1942-04-25;Großrörsdorf
19238;Asif Koka;Thorsten;1959-04-15;Gutranwala
19239;Schindele;Armand Bruno;1969-07-10;Calw
19240;Ziba;Oliver;1967-03-27;Livada
19241;Walther;Olaf;1962-09-12;Dresten
19242;Koppke;Markus;1971-12-13;Lübz
19243;Raßmann;Heiko;1970-01-13;Duisburg
19244;Aluthdeniya;Ziad;1972-04-07;Colombo
19245;Helfrich;Robert Alfons;1962-04-29;Griesbach im Rottall
19246;Döring;Fenix;1963-03-09;Schwäbisch Hall
19247;Mohamad;Karl Dieter;1951-05-04;Beirut / Libanon
19248;Krause;Adolf;1935-02-21;Lawalde
